"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","ENTREZID"
"Cd160.2",39.6670352025231,-1.08762738337159,0.388402876212056,-2.77450927727744,0.00552850572246731,0.026208931629243,"Cd160","54215"
"Qpct",31.7673919325476,-1.08740987677719,0.48606961499974,-2.21657524669129,0.0266521306410746,0.0914858082385934,"Qpct","70536"
"X2610017A05Rik",11.1812167612204,-1.08709704744558,0.79483834517746,-1.3551146015799,0.175381047251744,0.368968000096094,"X2610017A05Rik",NA
"Gm4959",1.9039387865679,-1.08666277263018,2.04151485096936,-0.527384247104034,0.59792678062992,NA,"Gm4959","242809"
"Ambp",117.100693651213,1.08664431574841,0.340640945914584,3.16064269037811,0.00157421478327162,0.00926928398209026,"Ambp","11699"
"Sbk1",344.74992298469,-1.08636201598806,0.173137427699549,-6.21680725126581,5.07372370792202e-10,2.28372596397792e-08,"Sbk1","104175"
"A730091E23Rik",4.98337994834982,1.08578971957961,1.55515685228749,0.691756409006092,0.489090315766308,0.709743622082027,"A730091E23Rik","319659"
"Gm15518",23.2775895605722,-1.08565522718242,0.559165141276109,-1.92368076580666,0.0543946104081983,0.15777022168998,"Gm15518","102633939"
"Cluh",3726.37508887908,1.08535395370468,0.225176612218052,4.77560232882159,1.79170152651134e-06,2.98377260634913e-05,"Cluh","74148"
"Atp8b4.1",34.1233209244817,1.08526857094085,0.51940398905757,2.07019698268368,0.0384339017187526,0.121218078415518,"Atp8b4","241633"
"Gm21399",4.61078915721025,-1.08503983552229,1.2358217953044,-0.86989875045657,0.384355738392117,0.615405507378539,"Gm21399","100862012"
"Dnaja4",274.188021491704,-1.08463545105885,0.364966379233322,-2.9444779360672,0.00323500011448581,0.0168624346430618,"Dnaja4","58233"
"Gabrr2",3.8016675942414,-1.08435604224136,1.8573829118903,-0.57842464004795,0.562977462409151,NA,"Gabrr2","14409"
"Gm38067",16.0722758268869,-1.0841391791353,0.765517638295987,-1.40315405602709,0.160570904630491,0.346774220512796,"Gm38067",NA
"Tmem37",8.21010106847238,1.08402659049703,0.993797439158359,1.0807298833519,0.279817286112026,0.50523918263353,"Tmem37","170706"
"Gm11660",1.97136872963971,-1.08357878581058,2.12696003954136,-0.504747981086695,0.613735856188222,NA,"Gm11660",NA
"Gm29755",1.11826356738711,-1.08345608328674,1.95468219675797,-0.54917166845187,0.582887645377888,NA,"Gm29755","101055974"
"Aff3",1040.58994122577,-1.08342193241921,0.230315464009007,-4.66065940052217,3.15197944992013e-06,4.94358076990497e-05,"Aff3","16764"
"Gm15480",5.3319332154751,1.08332459216096,1.27883215485351,0.839300597883315,0.401300647813362,0.63222142905833,"Gm15480",NA
"Dnah7a.1",87.2001898368748,-1.0832992519548,0.560793752360877,-1.91389302651168,0.0556338256199428,0.160412152532375,"Dnah7a","627872"
"B4galt6",10539.0510303686,1.08309074986643,0.167689705160616,6.39926433670212,1.56127348318072e-10,7.97941496945811e-09,"B4galt6","56386"
"Ccl17",17.2681626991423,-1.08299256043658,1.15868840219116,-0.926040649416601,0.354424855690519,0.585780416967223,"Ccl17","20295"
"Sycp2",57.319311546177,-1.08254575533474,0.464262616705762,-2.31021347991603,0.020876338120434,0.0753756770487222,"Sycp2","320558"
"Tmem158",77.1009687152848,1.08228430621231,0.369298995988441,2.90356680592187,0.0036893824924296,0.0187818171535609,"Tmem158","72309"
"P4ha2",94.0334821601918,1.08182692490351,0.327651823424009,3.27123747917153,0.00107077951806502,0.00675750456199791,"P4ha2","18452"
"Gm10384",72.6895985873144,1.08182612878631,0.437860543441405,2.44787100559962,0.0143703093149129,0.056367470375131,"Gm10384","100038735"
"Colq",33.4430281475627,-1.08180191742193,0.505622999758792,-2.11976495913603,0.034025871750723,0.110249350222908,"Colq","382864"
"Gm22601",0.786933473710898,-1.0816921498334,3.07248573940605,-0.348802969559289,0.727237233882408,NA,"Gm22601",NA
"Gm50237.1",51.7930758549504,-1.08160951517657,1.23521558778406,-0.86754856866647,0.385641512396699,0.616634151362526,"Gm50237",NA
"Gm33424",36.8731422554431,-1.07993011014766,0.465303332387696,-2.29942498940924,0.0214808182862024,0.076995505171653,"Gm33424","102636324"
"Ngb",3.70026946956506,-1.0798598729945,1.56323630601786,-0.684387810643822,0.493730311044227,NA,"Ngb","64242"
"Cpne7",201.67958435227,-1.0797564504948,0.380139101366736,-2.81411842835594,0.00489112055751483,0.02373480342349,"Cpne7","102278"
"Tgm3",109.395351979095,1.07935514261807,0.363080750084686,2.94522676393241,0.003227180460685,0.0168293527416974,"Tgm3","21818"
"Gm12531",2.12239150057489,1.07918527459963,1.27364645353553,0.839467869306803,0.401206812291274,NA,"Gm12531",NA
"Gm17195",11.3191319650055,-1.07903953127055,0.713891079975952,-1.49748268504288,0.134267707664784,0.30582381273812,"Gm17195",NA
"Baiap2l2",9.85945412403679,-1.07898025230938,1.28891500040943,-0.829364428197219,0.406898223713532,0.637266068537685,"Baiap2l2","207495"
"Gpd1",12.447256888303,-1.07893979356371,1.55201992768724,-0.688741023548972,0.490986255225132,0.711450055581109,"Gpd1","14555"
"X4933406I18Rik.1",9.35590950330212,1.07865398373104,1.15533093307389,0.924976518102708,0.354978122105662,0.586182256196928,"X4933406I18Rik",NA
"Gm37563",1.69383768783324,-1.07853521603144,1.76214716382922,-0.606382507638847,0.544260781386348,NA,"Gm37563",NA
"Gm44706",5.32788901382019,1.07851269258599,1.69925572354658,0.628812178049258,0.529472026364906,0.741682613047445,"Gm44706",NA
"Gm16481",1.93617570592436,-1.07836636227574,2.52039897425863,-0.423887794427466,0.671647646003188,NA,"Gm16481","675380"
"Cacna1d",102.245397042341,1.0782591025691,0.371981577499232,2.87180647426364,0.00408132820841239,0.0204707663341932,"Cacna1d","12289"
"Cd28",148.449657902462,1.07769566780526,0.238719234512592,4.47260008178745,7.72742138414442e-06,0.000107253507505683,"Cd28","12487"
"n.R5s40",2.30519657628685,-1.07742947252389,1.53327614940432,-0.696175619074617,0.486318854334508,NA,"n",NA
"Mxd1",17509.9026957088,-1.07729763264315,0.152552691842301,-6.99625565274492,2.62893642956287e-12,2.06630420126627e-10,"Mxd1","17119"
"Gm19620",5.1796287052835,1.07729657485309,0.901079108834647,1.18446489813022,0.23622908343365,0.453656037135422,"Gm19620","100503266"
"Sytl2",59.8319536804828,1.07724272764631,0.36928017997395,2.89006230370013,0.00385165481660517,0.0194788782462972,"Sytl2","83671"
"Evc",23.5978454431188,-1.07720656606987,0.79033499841006,-1.35032178534014,0.176912787285734,0.371217885845438,"Evc","59056"
"Gm26473",921.618979864434,-1.07713415579743,0.334785710092262,-3.18751405340253,0.00143501484290373,0.00861340989015111,"Gm26473",NA
"Mir6951",1.16256458093556,-1.07707616082638,2.11219093828104,-0.505198721141566,0.613419268456469,NA,"Mir6951","102465574"
"Gm16531",1.42061404583384,1.07691402888191,2.2270826711874,0.479063504325623,0.631893451976691,NA,"Gm16531","667299"
"X0610040F04Rik",3.26810335017946,-1.07688976323246,1.27410081570339,-0.837366831637627,0.402386403702448,NA,"X0610040F04Rik",NA
"Gm21897",0.972921107640393,-1.07670204315134,1.87703128412001,-0.568292096235053,0.569836644940801,NA,"Gm21897",NA
"Gm22288",1.06584885932628,-1.07621792678861,1.73182712915328,-0.615660713959308,0.538118471103947,NA,"Gm22288","115489273"
"Gm4760",1.19073249392366,-1.07620267481367,1.96160303321253,-0.54353641219016,0.586760527536613,NA,"Gm4760","209541"
"Gm38100",2.76131990950251,-1.07597722511186,1.4946742485016,-0.713183642643535,0.475732126814468,NA,"Gm38100",NA
"Clic5",122.355996457522,1.07597583102143,0.260604889981224,4.09039074860886,4.30647033282577e-05,0.000464686736381356,"Clic5","224796"
"H1f4",18.6294906196517,-1.07595309833521,1.09855341935603,-0.970324318830178,0.331884859113829,0.563552440802941,"H1f4","50709"
"AA467197",1328.981076101,-1.07588936118979,0.276144041922222,-3.85990352632706,0.000113431798739999,0.00105029443277777,"AA467197","433470"
"Gm16083",2.56941324821733,-1.07586148180045,1.27358618086783,-0.83689780700523,0.402650013157984,NA,"Gm16083","102640300"
"Cish",1082.08130728031,-1.07577043074744,0.200341020862635,-5.31978137157541,1.03892022331349e-07,2.54216917850884e-06,"Cish","12700"
"Klf8",99.718355697866,-1.07559075035636,0.458485188555283,-2.32415523326743,0.0201171756469736,0.0731950543003161,"Klf8","245671"
"Gm48701",18.2151776241805,-1.07538125342689,0.592708490670796,-1.79747931773535,0.0722595586436228,0.194851961254733,"Gm48701",NA
"Gm43850",7.2398100133702,-1.07513933796744,1.08777681797565,-0.979189223713796,0.327486492215349,0.558643925803065,"Gm43850",NA
"Coq8a",325.490855491732,-1.07474776810093,0.206097459227418,-5.16623432473293,2.38857310879711e-07,5.27264808590852e-06,"Coq8a","67426"
"Serpinf1",66.9392006962536,-1.07462077192658,0.476997683889938,-2.23192021236781,0.0256202367489513,0.0886033187567898,"Serpinf1","20317"
"Sowaha",22.6572484644941,-1.07457841818144,1.1148264665291,-0.954927470905767,0.339614376480606,0.571592482702478,"Sowaha","237761"
"Slco1a6.1",13.5237841859536,-1.07428281852287,0.694273278762208,-1.53294509680732,0.125289383128093,0.291149880781438,"Slco1a6","28254"
"Gria3",1357.21857930506,1.07419108678739,0.191194400061996,5.56601598395309,2.60629347270951e-08,7.55315496630201e-07,"Gria3","53623"
"Pecr",337.200445895096,1.07418731470667,0.164834530202108,6.4560945658767,1.07439487279565e-10,5.61553995226945e-09,"Pecr","111175"
"Xdh",5142.79887423779,-1.0741482258497,0.190421882439653,-5.58837152650742,2.29208855234777e-08,6.80412553093223e-07,"Xdh","22436"
"Fut11",105.061122237656,1.07390318320106,0.544560936941477,1.95368986467606,0.0507379056528273,0.149440957032813,"Fut11","73068"
"Nuak1",158.819497475825,-1.07387532851249,0.209278124371301,-5.08354770336611,3.7044948450568e-07,7.72545407386217e-06,"Nuak1","77976"
"Gm22059",1.12927531043023,-1.0738247324304,1.67287194869657,-0.63592717497552,0.524823889443757,NA,"Gm22059",NA
"Gm37152",2.46562699907554,-1.07381960922017,1.82583081943312,-0.582649606906332,0.56012920351006,NA,"Gm37152",NA
"mt.Tf",6.3516895213101,-1.0738018175193,0.980279839011777,-1.08520217919785,0.277832119258553,0.503065913023918,"mt",NA
"Gm38355",12.2602041110713,-1.07343455909563,0.919751870205787,-1.15621896898965,0.247591602771356,0.467983763664205,"Gm38355",NA
"Ier5l",62.9240151944165,-1.07325823601236,0.308042302599969,-3.4516630574377,0.000557143000582013,0.00392954359689897,"Ier5l","72500"
"A230103L15Rik",1.84632499487368,-1.07310861287332,2.64165674903294,-0.402440102508589,0.687360161576791,NA,"A230103L15Rik",NA
"Gm43247",5.7828345069188,-1.07310527610731,0.975083997195134,-1.09027045789426,0.275594024507421,0.500933356468838,"Gm43247","108169063"
"Cln5",2.80102200212299,-1.07301048448235,1.8401291430818,-0.577682543901266,0.563478466600489,NA,"Cln5","211286"
"Gm15133",10.5173896681746,1.07256930961728,1.00099088631957,1.06151746648176,0.288454799432201,0.515585932312702,"Gm15133","622070"
"Ric8b.1",5.42424208881104,-1.07245882754387,1.22344768332696,-0.868413780190988,0.385167853709019,0.616209172279272,"Ric8b","237422"
"Akain1",4.23559459841981,-1.07229000140001,1.90347997922609,-0.558077843210049,0.576791229732026,0.77813003165851,"Akain1","320722"
"Gm47102",1.18968100022111,-1.07222547579034,1.68115419167351,-0.631842980882644,0.527489485010761,NA,"Gm47102",NA
"Gm5826",3.15597467939063,1.07215059285732,1.22682807427576,0.865769715519713,0.38661645998729,NA,"Gm5826","545271"
"X1700094J05Rik",1.73695271107813,-1.0720795025031,1.55699692327986,-0.68213333412747,0.495154644326346,NA,"X1700094J05Rik",NA
"Cebpa",8146.41971535552,1.0719583789747,0.23430203150549,4.53243350965062,5.8308032536537e-06,8.34983902783397e-05,"Cebpa","12606"
"Gm42627",3.87652925035192,-1.07189164261633,0.96541952105585,-1.09992766818613,0.271363638432768,NA,"Gm42627","108169102"
"Mir8097",1.47765949404871,-1.07177395820112,1.43539416374862,-0.739708983787581,0.459476595742634,NA,"Mir8097","102465888"
"Exoc3l2",114.783004687966,-1.07174477732493,0.288886161792355,-3.6753050777423,0.000237565362596775,0.00193845114977707,"Exoc3l2","74463"
"Gm12596",11.0322938757883,-1.07159799079284,0.904627283342891,-1.17351975818139,0.240587438277012,0.458503797230712,"Gm12596","101055769"
"Gm19498",4.73529240302401,1.07156555419893,0.827748811016248,1.28247306437761,0.19967674793917,0.404620847917763,"Gm19498","115487213"
"Heatr5a.1",15.022071858962,-1.07126525979631,1.13120792438399,-0.938169930496408,0.348157088628974,0.579655078365466,"Heatr5a","320487"
"Gm26511",5.80850806538944,1.07125820614838,0.957805463564477,1.10801018215004,0.267857418527129,0.492297735556946,"Gm26511","102640252"
"Mir3474",3.15074803319319,-1.07119425938848,1.33944711583503,-0.792262902240016,0.428207398000959,NA,"Mir3474","100499529"
"Nynrin",440.328908878143,1.07104098793153,0.253413219683647,4.18699935723992,2.82666625854307e-05,0.000327123953512374,"Nynrin","277154"
"Oas1h",6.39830792545612,-1.07093146314989,1.25702404195015,-0.844002523216625,0.398667995626176,0.629555624752142,"Oas1h","246729"
"Zfp575",8.53134719521339,1.0707410148189,1.44617050970589,0.733482675590322,0.463264090447441,0.688443019178142,"Zfp575","101544"
"Gm7516",2.07384591691492,-1.07064893757512,1.43329040283862,-0.740009795275618,0.459294050787814,NA,"Gm7516","665145"
"Gask1b",210.121019118761,1.07062230371567,0.377886845565714,2.8067193027793,0.00500488322230365,0.0241143890970547,"Gask1b","68659"
"Trim47",239.827780673584,-1.0705204798733,0.268841655302799,-3.94477737714725,7.98741493448598e-05,0.00077994757595569,"Trim47","217333"
"Ltk",2.65959955013423,-1.07031474508132,2.18407628220761,-0.485475142841429,0.627339340985497,NA,"Ltk","17005"
"P2ry6",78.1209224099015,1.07027375851615,0.458493215227732,2.31251788096692,0.020749161093632,0.0750209257175228,"P2ry6","233571"
"Gm13272",1.68850067458145,-1.07022777759013,1.35851100867941,-0.780433703382911,0.435135636180074,NA,"Gm13272","545648"
"X1700001C19Rik",8.05993262163091,1.07019344676051,1.43893148635821,0.736792166139717,0.461248747881584,0.686172769131484,"X1700001C19Rik",NA
"Gm37277.1",2.18217736176395,-1.07015207415498,2.78776543786127,-0.380287401427975,0.703732086494053,NA,"Gm37277",NA
"Mir6963",2.5495873034988,1.07013910515112,1.23893006144218,0.855689225844646,0.392169701311237,NA,"Mir6963","102466775"
"Gm8261",1.49846859243395,-1.07003107402692,2.87611091602918,-0.368564045329108,0.712452699307316,NA,"Gm8261","666730"
"Gm23341",1.2806596830713,-1.07002251863452,1.88194365753379,-0.563259433613241,0.573258237194841,NA,"Gm23341","115487867"
"Kcnh6",4.24405355809183,1.07001347217789,1.68398389046695,0.629467703449327,0.529042906126519,0.741356712819085,"Kcnh6","192775"
"Ltbp4",161.811516002787,-1.07000097369622,0.371251894990529,-2.85520690398971,0.00430087999012517,0.0213910018684317,"Ltbp4","108075"
"Crim1",425.254006007622,-1.06997813135801,0.268683398440894,-3.94508234415975,7.97725606970196e-05,0.000779322332609772,"Crim1","50766"
"BC060293",6.03041926108762,-1.06993230225713,0.978653561221185,-1.08305159686388,0.278785521662225,0.504003316184832,"BC060293","407811"
"S100a2",3.16970455268123,-1.06972599886442,1.77418926919462,-0.597301549087532,0.550306070420884,NA,"S100a2","628324"
"Gm5582.1",9.81429424903445,-1.06971293261846,0.603131906721768,-1.75701686614188,0.0789149344170214,0.207908188059065,"Gm5582","434095"
"Btnl2",8.0407968063672,-1.06966172761323,1.64959943792703,-0.64237517499694,0.520629614364994,0.734752397338885,"Btnl2","547431"
"Gm43054",11.0327105643929,1.06894608460828,0.787255046286843,1.34511184095026,0.178589119914773,0.374013346611984,"Gm43054",NA
"Il22ra2",193.86326108994,1.06893545214738,0.275873592760547,3.83848066627571,0.000123797960129399,0.00112865011980889,"Il22ra2","237310"
"Gm8186",38.130349973027,1.06881941490641,0.435231025186035,2.43277559189128,0.0149835840651943,0.0581573829690949,"Gm8186","666609"
"Hlx",2504.03452453077,-1.06867529519798,0.185513752128096,-5.70672137808397,1.15173081151697e-08,3.72760428119059e-07,"Hlx","15284"
"Gm18030",14.9511983745516,-1.06866724266522,0.608546482931729,-1.73966537044958,0.0819177933852872,0.213810592798077,"Gm18030","100416312"
"Gm9645",3.39052371776886,-1.06853922515627,0.993518799836256,-1.06544458477356,0.286674789964136,NA,"Gm9645","675537"
"Gm33619",7.50678623979751,1.06848878301268,1.68679688791833,0.627514071548328,0.530322315196034,0.742122203959921,"Gm33619","102636600"
"Gm50321",9.18281917026496,-1.06847779524258,0.886317491273854,-1.19424225028131,0.232383220366481,0.448553657916696,"Gm50321",NA
"Gm11434",0.875512096363975,-1.06834169871975,4.49325464689578,-0.235540111097625,0.813789550257478,NA,"Gm11434","676191"
"Mir338",0.865379945112575,-1.06820523847266,2.15449867096129,-0.491160775699391,0.623312738967408,NA,"Mir338","723844"
"Gm3791",8.67965267977543,-1.068159183448,1.23474361440769,-0.856986965634647,0.391452088209174,0.622333449452316,"Gm3791","100042325"
"Mir6928",1.32946084226643,-1.0680744084023,1.58536636452891,-0.667400565620491,0.504516304707873,NA,"Mir6928","102466767"
"Ube2n.ps1",63.0372582344497,1.06800130570986,0.696874627100314,1.51820896408898,0.128961728432103,0.297295396618835,"Ube2n","93765"
"Sdad1",1926.73682162541,1.06787926864542,0.18816933234636,5.62195367042169,1.88809906620964e-08,5.74458293604839e-07,"Sdad1","231452"
"Pakap",250.316578684002,1.06780136336208,0.315127079058409,3.35674536927377,0.000788657076261426,0.00522664782255656,"Pakap","677884"
"Rasgrp4",5443.16081276423,-1.06728688420131,0.145358228443327,-7.27366379959377,3.49866097817084e-13,3.22654290209088e-11,"Rasgrp4","233046"
"Itm2a",206.434401811349,-1.06720555220123,0.209032325512557,-5.05761752211727,4.24526808432178e-07,8.61088101169862e-06,"Itm2a","16431"
"Extl1",36.7701425602363,1.06715600199111,0.547139500284875,1.9321507612605,0.0533409005400316,0.155365480938469,"Extl1","56219"
"Zfp937",24.2729418882663,1.06714658000412,0.707128912870553,1.49498423945457,0.134918555409368,0.306868357420188,"Zfp937","245174"
"Gm44250",501.168780758697,1.06694971147088,0.193686140972476,5.45702292463495,4.84183863182079e-08,1.31847967992495e-06,"Gm44250",NA
"Mir6962",0.865497124258684,-1.06684608736775,2.01834914110749,-0.523619063641213,0.600543519439939,NA,"Mir6962","102466774"
"Gm18853",72.2639761973198,-1.06682397914129,0.583135880966294,-1.81231169893038,0.0699380479068486,0.190148649641917,"Gm18853",NA
"Lrrc14",901.180542155367,1.06658285923117,0.117702188370512,8.97674778913351,2.78888233617907e-19,6.97220584044767e-17,"Lrrc14","223664"
"Gm27000",5.29051349086279,-1.06595641285488,0.971822481255649,-1.08657335390155,0.277225406393314,0.502483157115764,"Gm27000",NA
"Gm12565",5.87324461908502,-1.06570985618123,0.796823861341173,-1.3248973925107,0.185205185824924,0.383686861608144,"Gm12565","665778"
"P2ry14",213.595947844235,1.06568408132016,0.19416456596841,5.43705838423639,5.41673928875226e-08,1.45404062408291e-06,"P2ry14","140795"
"Mir704",2.01590502860804,-1.06551293626978,1.39341478637104,-0.75750088673791,0.44874983483951,NA,"Mir704","735289"
"Smco3",2.41824908394116,-1.06549643507241,1.42281988388981,-0.741834189290929,0.458187803162234,NA,"Smco3","654818"
"Gm49894",5.98416501100626,1.06539933322489,0.915298424806128,1.15306582489579,0.248883367555352,0.46939918894506,"Gm49894","115488764"
"Mir8107",1.28369803354112,-1.06532614532826,1.46235989873911,-0.721659658636835,0.470503750313053,NA,"Mir8107","102466885"
"Gm42764",1.2451798646608,-1.06507017201184,1.99787216606473,-0.528096937298069,0.597432056456783,NA,"Gm42764",NA
"Map3k13",32.7258724148942,-1.06502134136261,0.557292637764758,-1.89311910811202,0.0583420316111662,0.166017163457446,"Map3k13","71751"
"Ackr3",29.7787748391936,1.06444259950617,0.513384116684756,2.0539057700409,0.0399848127661104,0.124858519924272,"Ackr3","12778"
"Snora44",1.81132382696068,-1.06434641473145,1.27033519769625,-0.829974967743557,0.406552936764703,NA,"Snora44","100217418"
"Efcab7.1",7.39641246670714,1.06433814768961,0.943080007142681,1.11797317269403,0.26357845129433,0.487325212268619,"Efcab7","230500"
"Gm14267",16.0791440577408,-1.06430579452472,0.586981294799323,-1.79614887879037,0.0724708425084894,0.195340815669018,"Gm14267","383773"
"Gm9164",3.5819867746551,-1.06397403217514,1.15545933108144,-0.912168869836969,0.361679828607674,NA,"Gm9164","668426"
"A430057M04Rik",56.3769880947164,1.06358850888267,0.463098573976567,2.2750847618373,0.0229008455943574,0.081063211546045,"A430057M04Rik","319486"
"X1810006J02Rik",112.04383313522,-1.06345977071925,0.258035521391002,-4.08261531218775,4.45317034072072e-05,0.000477536354366692,"X1810006J02Rik",NA
"Klf12",19.4220849890624,-1.06345369276367,0.988456757024723,-1.06575597291134,0.28653396794235,0.513302239040297,"Klf12","16597"
"C730002L08Rik",2.66368173082833,-1.06337575234792,1.56014130781352,-0.675179707807484,0.499561597322183,NA,"C730002L08Rik","320155"
"Gm47530",1.53876407129414,-1.06316995275992,2.64288456095116,-0.398492604754895,0.690267108462119,NA,"Gm47530",NA
"Gm42670",7.89645127744551,-1.06299359084873,1.23968342327222,-0.849405236112047,0.395655840568486,0.626515467933157,"Gm42670",NA
"Gm29233",154.400081280733,1.06297697039364,0.281650193038072,3.73859843316814,0.000185049037844861,0.00157690658533095,"Gm29233",NA
"Gm37935",5.62949203357292,1.06279785352417,1.00197716329016,1.05072040770584,0.293387020288875,0.5215713391873,"Gm37935",NA
"Gm9214",12.0576352995402,1.06258195751086,1.00069066989058,1.05185547260669,0.292865863676532,0.520823334872133,"Gm9214","668512"
"Gm22146",3.30125999482799,-1.06246273563968,1.61776912431553,-0.650564236775735,0.515327822691773,NA,"Gm22146","102639006"
"Hfe",335.953773855252,1.06242998314205,0.262897224372703,4.00319929452753,6.24916164661413e-05,0.000636896059687021,"Hfe","15216"
"Glrp1",117.295015968107,1.0623764076464,0.425155491790951,2.47527417137036,0.0133133928445446,0.0530439519055875,"Glrp1","14659"
"Gm28930.1",23.9309254789343,1.06224358691473,0.684484674118628,1.53727852017964,0.124225119188904,0.289309955973901,"Gm28930",NA
"Gm45191",35.9718178875767,-1.06171961619817,0.514025479421164,-2.0460456889851,0.0407518756945915,0.126757820516081,"Gm45191",NA
"Mx2",29.9730740402622,-1.06167520789746,1.117333910929,-0.941236274680904,0.346583791225875,0.57810399259943,"Mx2","17858"
"Zfp948.3",7.23686293118245,-1.0615378923658,1.15925042458065,-0.907084328001163,0.36436220498891,0.59522246524326,"Zfp948","381066"
"Wdr43",2637.19770751898,1.06136960558407,0.188558514489968,5.57582673170672,2.46357043556747e-08,7.21002631001763e-07,"Wdr43","72515"
"Gm45051",10.7112074907541,-1.0609206103784,0.644503233590846,-1.63059012834303,0.10297683352883,0.252245224380029,"Gm45051",NA
"Masp2",2.29499684630849,1.06038108610778,1.64342598399107,0.639141096915678,0.522731146781616,NA,"Masp2","17175"
"Gm38236",2.97534496674904,-1.0602323218729,1.76261701279185,-0.595836936924496,0.551284165526398,NA,"Gm38236",NA
"Gm19843",2.95516517226927,-1.06014547864671,1.54014788175036,-0.681847172658014,0.495335592294775,NA,"Gm19843","100503701"
"Ndrg2",819.450184362819,1.05986003309109,0.279139333193858,3.76106090488501,0.000169194223227203,0.00146039106986875,"Ndrg2","29811"
"Gm50469",1.59265793777953,-1.0597802610534,1.72543575162668,-0.608414575891169,0.542912546611825,NA,"Gm50469",NA
"Pusl1",297.022328805216,1.05942688683195,0.254807002568113,4.11851666655601,3.81318995222788e-05,0.000420646951136249,"Pusl1","433813"
"Gm40828",1.29356314293256,-1.05941150045286,2.1008346880996,-0.499521217160667,0.617412243468366,NA,"Gm40828","105245360"
"Txnrd3",167.394044918269,1.05929485935616,0.319697900896637,3.28214497628312,0.00103020623274776,0.0065452478045058,"Txnrd3","232223"
"Wdr86",5.69226127622928,-1.05915210315598,1.62433690966272,-0.645895624802265,0.518346953278544,0.73292669714002,"Wdr86","269633"
"Gm43254",32.002714299492,1.05889656816541,0.595947199746779,1.76004949534303,0.0783994148703155,0.206917814622112,"Gm43254",NA
"Cdh24",26.3560134818089,-1.05886505569222,1.31894692868246,-0.795229158113254,0.426480213476465,0.654739895652311,"Cdh24","239096"
"Gm4189",1.6416669246272,-1.05884303912451,1.4033952490947,-0.747361115695026,0.454845610406597,NA,"Gm4189","100043045"
"Gm12843",5.97737751245787,1.05884163213963,1.35436821344376,0.774413945726574,0.438686039295272,0.666543993289305,"Gm12843","102637763"
"Gm44132",1.08060522263235,-1.05873272545821,3.43498081635835,-0.305309630977807,0.760130341444525,NA,"Gm44132",NA
"Gm48799",2.47600098766481,-1.05863924837568,1.16055520020531,-0.903566886081909,0.366225106687127,NA,"Gm48799",NA
"Gamt",91.3592788124914,1.0583630061145,0.266966627325332,3.92694404022618,8.60319873683062e-05,0.000832244166849582,"Gamt","14431"
"Anp32.ps",7.97222872404414,-1.05824033417738,0.869037081696289,-1.20620898262627,0.227736921286259,0.442673640907717,"Anp32",NA
"Gm26414",1.23752092958094,1.05793736273295,2.44252456346777,0.429038617832829,0.667895121192463,NA,"Gm26414",NA
"Eml6",58.5636396445466,-1.05779119310206,0.424034902241106,-2.47100223958991,0.0134734974935379,0.0535584431017072,"Eml6","237711"
"Sirpb1a",190.597605822566,1.0577448328947,0.379756090162362,2.75899415450256,0.00579795720746813,0.027188160916376,"Sirpb1a","320832"
"Ppp2r2b",1.90810574096758,1.05727938223187,3.14317806513099,0.33319123528187,0.738989933745849,NA,"Ppp2r2b","72930"
"Mmp9",10078.8696189798,-1.05721407216616,0.235344733449955,-4.44970259930988,8.59892796008493e-06,0.000117155453165963,"Mmp9","17395"
"Qsox1",13011.725919246,-1.05696760370821,0.136066734178976,-7.69451556271702,1.42031258381439e-14,1.79704183622857e-12,"Qsox1","104009"
"Gm49095",3.40433874322772,-1.05695743580136,1.10609191120236,-0.946537466912017,0.343874521697784,NA,"Gm49095","115488528"
"Gm23115",6.66019242736969,-1.05691908253309,0.793946543151534,-1.31862666518755,0.187293954599479,0.386867008142075,"Gm23115",NA
"Gm25520",1.63575870855534,-1.05685361125725,1.89860739729841,-0.551379717969524,0.581373401246788,NA,"Gm25520","115489214"
"Cd177.1",25981.620056209,-1.05682308399964,0.189785317809957,-5.51582754703863,3.47142539720181e-08,9.78153906020441e-07,"Cd177","68891"
"Gm43182",7.19615195000644,-1.05679970157508,0.970353492408963,-1.07878181483774,0.280685003422018,0.506321291924444,"Gm43182",NA
"Gm3800",1.08656238913955,-1.05668063055249,2.73494633972928,-0.382706093844639,0.701937695607654,NA,"Gm3800","100042347"
"Serpinb8",77.8937574052519,1.05665616373417,0.362031725612524,2.89106199729686,0.00383942370289368,0.0194264915471943,"Serpinb8","20725"
"Gm49085",13.9321049107204,-1.05650900295704,0.658097013919588,-1.59020475829861,0.111788658308395,0.267916613841647,"Gm49085","115488513"
"Ccdc78",44.1401850007258,1.05638671222038,0.589886055443496,1.77387938325423,0.0760831036350829,0.202608367611393,"Ccdc78","381077"
"Shtn1",144.888737363742,1.05638266409105,0.368399718274083,2.84034599427289,0.00450646266285755,0.0222164647788772,"Shtn1","71653"
"Spats2",211.51161033108,1.05614649656663,0.232740254605046,4.49490999458567,6.95993799344426e-06,9.78525852628659e-05,"Spats2","72572"
"Gm22301",1.18706735625359,-1.05584695298553,2.04816918541478,-0.510625274724914,0.609613474346176,NA,"Gm22301","115489775"
"A630072L19Rik",15.1084525372459,-1.05564995991619,0.598993056332361,-1.74567960156118,0.0808666415664711,0.211821648280181,"A630072L19Rik","100038467"
