"","SEDM_2P_1","SEDM_2P_2","SEDM_2P_3","SEEM_2P_1","SEEM_2P_2","SEEM_2P_3","SEEM_4P_1","SEEM_4P_2","SEEM_4P_3","PERKi_1","PERKi_2","PERKi_3","T_1","T_2","T_3","P1_dP_redoA_1","P2_dP_redoA_1","P3_dP_redoA_1"
"Gm2411",5,3,1,8,4,5,2,2,3,3,5,0,5,3,3,4,3,0
"Gm24111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24112",0,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0
"Gm24113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24115",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24119",25,20,14,26,25,12,14,30,11,21,46,30,22,12,13,55,48,41
"Gm2412",1,6,3,2,6,4,5,6,4,2,7,3,2,4,1,0,0,0
"Gm24120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24130",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm24131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24134",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Gm24135",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Gm24136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24139",6,1,3,4,0,3,3,1,2,2,0,3,0,2,2,0,0,0
"Gm24140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Gm24142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Gm24143",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Gm24144",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24145",2,3,0,1,0,0,3,3,3,4,0,2,0,0,0,0,0,4
"Gm24146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24148",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2
"Gm24149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2415",530,505,548,197,252,174,140,164,131,269,224,264,711,692,640,0,0,0
"Gm24150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24157",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Gm24158",1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
"Gm24159",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Gm24160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Gm24162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24165",0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm24166",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24169",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24182",1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"Gm24183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24185",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24186",0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0
"Gm24187",43,10,9,30,26,36,17,38,18,12,10,31,9,8,10,0,0,0
"Gm24188",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24189",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gm24190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24191",0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24193",2,3,3,4,1,1,1,6,4,2,0,3,4,7,1,0,0,0
"Gm24194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24195",0,0,1,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0
"Gm24196",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24197",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24198",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gm24199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2420",0,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0
"Gm24200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24201",1,9,4,5,1,1,4,1,2,8,7,1,1,1,1,0,0,0
"Gm24202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24204",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24205",3,4,3,2,3,2,2,6,5,1,1,1,1,2,3,1,1,2
"Gm24206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24207",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Gm24208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24218",4,2,3,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0
"Gm24219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24224",1,2,0,0,0,0,1,5,3,1,0,2,0,2,1,0,0,0
"Gm24225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2423",212,178,203,392,359,350,426,369,401,283,278,263,240,220,203,0,0,0
"Gm24230",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Gm24231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24233",0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,2,0
"Gm24234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24240",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
"Gm24241",3,1,2,1,1,0,4,0,0,0,0,2,1,2,3,3,1,2
"Gm24242",1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1
"Gm24244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24245",4,1,2,1,0,2,4,3,1,0,0,1,2,0,1,0,0,0
"Gm24246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Gm24252",3,1,2,3,0,2,0,0,0,0,2,3,3,0,3,1,0,2
"Gm24253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24258",1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"Gm24259",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24260",1,1,1,1,1,1,1,3,1,5,1,1,3,1,1,2,1,2
"Gm24261",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Gm24262",2,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,2,0
"Gm24263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24265",5,6,0,4,5,10,12,4,1,1,0,0,2,3,3,0,3,0
"Gm24267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2427",624,632,772,153,179,182,160,156,139,338,284,371,574,603,601,0,0,0
"Gm24270",1584,566,309,1080,1175,1566,556,1777,785,502,375,1245,392,322,435,0,0,0
"Gm24271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24276",2,1,5,7,1,1,3,2,3,1,5,1,3,2,2,0,0,0
"Gm24277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24281",0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
"Gm24282",0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm24283",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"Gm24284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24289",4,2,1,1,1,0,0,3,0,0,0,0,1,0,2,0,1,2
"Gm2429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24290",0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm24291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24299",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Gm24300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24302",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24303",0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"Gm24304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24305",62,9,2,7,81,67,117,12,8,41,4,33,14,68,5,0,0,0
"Gm24306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gm24308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gm2431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24312",1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
"Gm24313",3,3,4,14,9,17,19,15,5,4,1,5,6,7,11,9,5,7
"Gm24314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24325",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"Gm24326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24328",0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
"Gm24330",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24332",0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
"Gm24333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24336",0,2,2,2,4,2,6,4,2,2,0,0,2,6,2,6,2,0
"Gm24337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24339",2,1,0,0,0,2,1,3,4,0,0,1,3,0,2,0,0,2
"Gm24340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Gm24345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24346",0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
"Gm24347",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gm24348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24350.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24355",0,1,0,1,0,2,1,1,2,0,0,6,0,0,0,0,0,0
"Gm24356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24357",3,14,3,4,3,21,13,36,4,27,11,3,4,21,2,0,0,0
"Gm24358",2,0,3,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0
"Gm24359",0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0
"Gm2436",34,40,40,46,51,50,59,56,48,41,37,36,35,37,47,29,23,37
"Gm24362",0,0,0,0,2,2,1,0,3,0,2,1,4,0,0,0,0,0
"Gm24363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24366",4748,4616,4972,1961,2188,2192,1787,1641,1372,2876,2784,2979,4665,4904,5090,0,0,0
"Gm24368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24378",0,0,3,3,1,0,1,0,0,2,0,0,1,0,1,0,0,0
"Gm24379",1,2,2,0,1,1,3,2,2,4,4,4,3,1,2,0,0,0
"Gm24380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Gm24382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24384",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm24385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24391",0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"Gm24392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24399",0,0,0,1,0,2,1,1,0,1,4,0,0,0,0,0,0,0
"Gm24400",0,3,0,1,0,0,1,2,1,0,0,0,2,0,0,0,1,2
"Gm24401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24403",2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"Gm24405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24406",4,2,2,3,5,1,5,3,3,3,0,1,0,7,2,0,0,0
"Gm24407",2,6,2,0,0,4,1,4,1,2,0,5,0,0,0,2,0,0
"Gm24409",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Gm24410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24411",1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,0
"Gm24412",3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"Gm24414",2,2,2,3,1,1,4,5,3,2,2,3,1,3,1,1,1,1
"Gm24415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24424",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24427",1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Gm24429",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24430",0,0,1,2,1,2,1,2,4,0,0,0,3,0,0,2,1,2
"Gm24431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24437",1,2,1,0,2,1,0,0,0,1,2,1,1,1,1,1,1,1
"Gm24438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24439",0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"Gm24440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24445",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"Gm24446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24447",78,33,21,25,47,64,23,37,19,52,36,61,23,18,18,0,0,0
"Gm24448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24449",2,1,1,0,0,1,1,2,0,0,1,0,2,1,2,1,0,0
"Gm2445",333,384,403,307,285,291,500,434,446,434,460,448,392,359,344,495,302,471
"Gm24451",3,5,14,26,20,22,37,27,22,9,4,10,3,10,12,0,0,0
"Gm24452",2,2,1,1,1,1,3,1,3,2,1,2,1,1,1,0,0,0
"Gm24453",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Gm24454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
