"","SEDM_2P_1","SEDM_2P_2","SEDM_2P_3","SEEM_2P_1","SEEM_2P_2","SEEM_2P_3","SEEM_4P_1","SEEM_4P_2","SEEM_4P_3","PERKi_1","PERKi_2","PERKi_3","T_1","T_2","T_3","P1_dP_redoA_1","P2_dP_redoA_1","P3_dP_redoA_1"
"Gm24455",1,1,1,1,54,288,261,144,1,311,105,1,1,14,1,0,0,0
"Gm24456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24457",0,5,0,2,0,0,0,0,1,0,0,2,1,0,0,3,2,1
"Gm24458",2,1,3,1,3,3,1,2,1,1,1,4,1,1,2,1,0,2
"Gm24459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Gm2446",34,41,40,41,54,48,63,56,50,41,37,36,36,39,48,29,23,36
"Gm24460",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24463",0,1,1,1,1,1,2,0,1,0,0,0,2,0,0,0,0,0
"Gm24464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24465",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0
"Gm24466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2447",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
"Gm24470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24473",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm24474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2448",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0
"Gm24480",4,1,3,0,0,5,1,2,4,2,2,2,0,3,1,0,0,0
"Gm24481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24484",0,1,1,0,2,0,0,1,0,1,0,3,3,0,0,0,0,0
"Gm24485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24486",1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,0,1
"Gm24487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2449",0,0,3,0,0,5,0,7,3,0,0,0,7,0,4,0,0,0
"Gm24490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24492",0,2,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,1
"Gm24493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24494",6,5,7,23,9,16,13,19,14,13,11,11,7,8,10,30,16,28
"Gm24495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24496",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gm24497",14,5,4,4,5,12,9,5,10,4,0,3,4,7,7,3,5,6
"Gm24498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24500",4,10,2,7,16,9,16,20,8,11,11,13,6,7,7,0,0,0
"Gm24501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Gm24507",0,2,3,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0
"Gm24508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2451",3334,3497,3376,2180,2360,2764,3655,3648,3982,3359,3513,3672,3169,2932,3102,4428,2700,4611
"Gm24510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24515",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24523",4,2,2,2,2,3,2,2,2,2,3,2,2,4,2,0,0,0
"Gm24524",0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1
"Gm24525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2453",0,0,0,8,0,0,0,2,4,0,0,0,0,5,0,0,0,0
"Gm24530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24533",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Gm24534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24537",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"Gm24538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24539",1,5,2,3,4,3,5,4,2,3,5,3,4,1,1,0,0,0
"Gm24540",3,2,1,0,3,3,3,3,8,2,26,4,3,2,0,0,0,0
"Gm24541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24545",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gm24546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24550",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Gm24551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24557",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gm24559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24561",2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"Gm24563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24563.1",22,13,10,16,11,17,12,21,19,20,38,21,24,22,8,0,0,0
"Gm24564",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Gm24565",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24567",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Gm24568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24569",0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,1
"Gm24570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24572",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Gm24573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24574",1,1,1,1,2,3,2,2,3,1,3,1,1,2,2,0,0,0
"Gm24575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24576",0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0
"Gm24577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24588",0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
"Gm24589",3,3,0,0,3,3,1,1,1,2,5,3,1,4,4,0,0,0
"Gm24590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24596",0,2,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0
"Gm24597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24598",0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
"Gm24599",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Gm24601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24605",0,0,0,1,8,1,0,0,1,0,3,0,0,0,0,0,0,0
"Gm24607",0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0
"Gm24608",3,3,1,2,6,6,8,5,5,4,1,6,7,3,2,1,1,3
"Gm24609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24610",3,2,3,6,4,8,11,10,3,0,4,3,4,4,3,1,2,4
"Gm24611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Gm24612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24613",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Gm24614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24615",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Gm24616",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Gm24617",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Gm24618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24620",2,0,0,3,0,0,2,0,2,2,0,0,2,0,4,2,2,1
"Gm24621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"Gm24623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24629",0,2,0,1,1,1,0,2,2,0,6,1,0,6,1,0,0,0
"Gm24630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24636",0,0,0,0,1,0,0,2,3,6,0,0,0,3,0,0,0,0
"Gm24637",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gm24638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24641",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gm24643",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Gm24644",524,549,416,343,355,223,173,199,169,149,211,230,226,334,491,5,3,2
"Gm24646",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Gm24647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24649",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Gm24650",0,0,0,1,0,2,0,1,0,0,0,0,2,2,0,0,0,0
"Gm24651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24661",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2467",2,4,3,2,2,4,3,5,2,2,4,7,2,4,4,5,2,3
"Gm24670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24671",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24682",2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
"Gm24683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24686",6,4,2,23,10,14,14,13,21,9,11,10,6,4,3,0,0,0
"Gm24686.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24689",3,0,0,1,3,0,3,2,2,0,0,0,2,0,0,0,0,0
"Gm24690",4,5,6,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0
"Gm24691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24693",2,2,0,2,2,2,1,2,2,0,5,0,0,0,0,0,0,3
"Gm24694",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24698",0,1,0,2,2,2,1,3,1,0,0,0,1,1,0,0,0,0
"Gm24701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24705",0,0,0,0,0,0,3,0,1,1,3,0,0,0,1,0,0,0
"Gm24706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24713",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Gm24714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24719.1",141,140,110,25,23,63,34,35,45,60,50,52,98,86,93,0,0,0
"Gm24720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24722",2,1,3,2,1,2,1,1,2,2,4,1,1,1,3,0,0,0
"Gm24723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24726",0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2
"Gm24727",5,4,6,10,12,2,30,21,13,5,4,7,6,7,7,14,7,14
"Gm24728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24737",0,0,0,1,1,2,0,0,1,2,0,2,0,0,0,0,0,0
"Gm24738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Gm24741",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Gm24744",0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
"Gm24745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24752",1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
"Gm24753",1,2,2,1,3,2,4,4,2,1,0,2,1,2,1,2,2,2
"Gm24754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24755",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24757",9,1,0,0,1,1,1,0,0,1,0,1,4,1,0,0,0,0
"Gm24759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24762",2,2,2,2,0,3,2,2,2,1,1,2,2,1,7,0,1,1
"Gm24763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Gm24772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24776",4,4,1,2,1,2,1,6,1,3,0,1,2,2,4,0,0,0
"Gm24777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24786",3,2,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
"Gm24787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm2479",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Gm24790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24795",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Gm24796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm24798",3,4,7,1,0,1,2,2,2,2,2,4,1,3,6,7,1,6
